timestamp,pCut::Motor_Torque,pCut::CTRL_Position_controller::Lag_error,pCut::CTRL_Position_controller::Actual_position,pCut::CTRL_Position_controller::Actual_speed,pSvolFilm::CTRL_Position_controller::Actual_position,pSvolFilm::CTRL_Position_controller::Actual_speed,pSvolFilm::CTRL_Position_controller::Lag_error,pSpintor::VAX_speed
1.98399986,-0.07108540,-0.01563453,628395751,2355.19409179,5305979,2310.36499023,0.79530936,1379.99975585
1.98799986,0.01037667,-0.02462387,628395760,2382.65991210,5305988,2327.98242187,0.81111180,1379.99975585
1.99199986,-0.10970006,0.01460075,628395770,2382.65991210,5305997,2322.94873046,0.80174881,1379.99975585
1.99599986,-0.14932866,0.02902412,628395779,2327.72827148,5306007,2358.18310546,0.79540586,1379.99975585
1.99999986,-0.08385917,0.00556564,628395788,2341.46118164,5306016,2353.14965820,0.79812133,1379.99975585
2.00399986,-0.15776477,0.00952529,628395798,2307.12890625,5306025,2297.78149414,0.77466458,1379.99975585
2.00799986,-0.13179714,0.00722885,628395807,2245.33081054,5306035,2322.94873046,0.84382188,1379.99975585
2.01199986,0.00454235,-0.01987075,628395816,2293.39599609,5306044,2307.84838867,0.86063295,1379.99975585
2.01599986,-0.13891112,0.01822471,628395825,2265.93017578,5306053,2338.04931640,0.88810563,1379.99975585
2.01999986,-0.13687103,0.01782989,628395834,2241.89746093,5306063,2320.43212890,0.84048634,1379.99975585
2.02399986,-0.17629013,0.01718330,628395843,2200.69873046,5306072,2368.25000000,0.79085552,1379.99975585
2.02799986,-0.14979860,0.00509834,628395852,2159.50000000,5306081,2338.04931640,0.81068474,1379.99975585
2.03199986,-0.07744625,-0.01176452,628395860,2180.09936523,5306091,2335.53247070,0.78118783,1379.99975585
2.03599986,-0.08008534,-0.01300621,628395869,2156.06689453,5306100,2330.49902343,0.81611943,1379.99975585
2.03999985,-0.07497362,-0.00980567,628395878,2152.63354492,5306109,2322.94897460,0.77051347,1379.99975585
2.04399985,-0.09249418,-0.01927947,628395886,2056.50317382,5306118,2325.46533203,0.80544507,1379.99975585
2.04799985,-0.01613118,-0.02149963,628395895,2101.13525390,5306128,2310.36499023,0.78601318,1379.99975585
2.05199985,-0.07644903,-0.00199508,628395903,2042.77038574,5306137,2353.14990234,0.77665013,1379.99975585
2.05599985,-0.13005612,0.02395248,628395911,2063.36962890,5306146,2340.56591796,0.81359511,1379.99975585
2.05999985,-0.11955797,0.01453399,628395919,2005.00488281,5306156,2340.56591796,0.79617673,1379.99975585
2.06399985,-0.11795715,0.01437377,628395927,2032.47070312,5306165,2327.98242187,0.84781008,1379.99975585
2.06799985,-0.11892524,0.01463699,628395935,1998.13842773,5306174,2322.94873046,0.80119746,1379.99975585
2.07199985,-0.20244671,0.02750968,628395943,1960.37292480,5306184,2330.49926757,0.81398171,1379.99975585
2.07599985,-0.06374531,-0.01720809,628395951,1960.37292480,5306193,2305.33178710,0.80763882,1379.99975585
2.07999985,-0.05642688,-0.01805686,628395959,1915.74096679,5306202,2338.04931640,0.83048814,1379.99975585
2.08399985,-0.12005136,0.00243759,628395966,1912.30773925,5306212,2343.08251953,0.79998451,1379.99975585
2.08799985,-0.04750252,-0.01688003,628395974,1891.70837402,5306221,2360.69995117,0.77149242,1379.99975585
2.09199985,-0.09049164,-0.01064300,628395981,1857.37609863,5306230,2327.98217773,0.80843740,1379.99975585
2.09599985,-0.20359708,0.02786636,628395989,1847.07641601,5306240,2310.36499023,0.78296726,1379.99975585
2.09999985,-0.08128330,-0.00861358,628395996,1826.47705078,5306249,2325.46557617,0.82393711,1379.99975585
2.10399985,-0.11064580,-0.00624084,628396003,1795.57800292,5306258,2315.39868164,0.80752724,1379.99975585
2.10799985,-0.21487157,0.01937103,628396010,1788.71154785,5306268,2330.49926757,0.85051041,1379.99975585
2.11199985,-0.09162037,-0.01356506,628396018,1774.97863769,5306277,2327.98242187,0.83268183,1379.99975585
2.11599985,0.00893600,-0.04238128,628396025,1757.81250000,5306286,2365.73315429,0.81023186,1379.99975585
2.11999985,-0.06177999,-0.02189064,628396031,1706.31408691,5306296,2335.53247070,0.83811467,1379.99975585
2.12399985,-0.07548885,-0.01813125,628396038,1692.58117675,5306305,2333.01562500,0.83478993,1379.99975585
2.12799985,-0.12509827,0.01648712,628396045,1678.84826660,5306314,2340.56616210,0.86871665,1379.99975585
2.13199985,-0.08533890,0.00290298,628396052,1668.54858398,5306324,2340.56616210,0.82613271,1379.99975585
2.13599985,-0.01481789,-0.01128578,628396058,1637.64953613,5306333,2330.49877929,0.84596389,1379.99975585
2.13999985,-0.11833564,0.01363372,628396065,1593.01757812,5306342,2325.46557617,0.81244021,1379.99975585
2.14399985,-0.19252085,0.03772926,628396071,1558.68530273,5306352,2348.11621093,0.76683229,1379.99975585
2.14799985,-0.31298735,0.05815124,628396077,1555.25207519,5306361,2335.53247070,0.77458316,1379.99975585
2.15199985,-0.25869533,0.03497314,628396084,1548.38562011,5306370,2343.08300781,0.75112634,1379.99975585
2.15599985,-0.26012602,0.02545547,628396090,1541.51916503,5306380,2333.01562500,0.81927901,1379.99975585
2.15999985,-0.15228548,-0.00967597,628396096,1520.91979980,5306388,2333.01586914,0.76418191,1379.99975585
2.16399985,-0.10974252,-0.02277183,628396102,1500.32043457,5306398,2325.46557617,0.77897953,1379.99975585
2.16799985,-0.15805536,-0.01147842,628396108,1476.28784179,5306407,2302.81494140,0.80787098,1379.99975585
2.17199985,-0.13399809,-0.00684738,628396113,1465.98815917,5306416,2317.91528320,0.83978247,1379.99975585
2.17599985,-0.11257737,-0.01750946,628396119,1445.38879394,5306426,2320.43212890,0.86666041,1379.99975585
2.17999985,-0.03880310,-0.04080009,628396125,1414.48974609,5306435,2363.21655273,0.83313679,1379.99975585
2.18399985,-0.03952839,-0.03146743,628396130,1373.29101562,5306444,2333.01562500,0.87712484,1379.99975585
2.18799984,-0.11245902,0.00080108,628396136,1369.85778808,5306454,2330.49902343,0.84964126,1379.99975585
2.19199984,-0.20239666,0.02710342,628396141,1338.95874023,5306463,2327.98217773,0.84027826,1379.99975585
2.19599984,-0.19448433,0.01852989,628396146,1325.22583007,5306472,2335.53247070,0.79064750,1379.99975585
2.19999984,-0.16123993,0.00111770,628396152,1308.05969238,5306482,2320.43212890,0.79537433,1379.99975585
2.20399984,-0.19276314,0.01025009,628396157,1270.29418945,5306491,2310.36499023,0.83835953,1379.99975585
2.20799984,-0.18744659,0.00383377,628396162,1246.26159667,5306500,2383.35034179,0.76314938,1379.99975585
2.21199984,-0.20340596,0.00463867,628396167,1218.79577636,5306510,2333.01586914,0.79002732,1379.99975585
2.21599984,-0.14822319,-0.01570129,628396172,1184.46350097,5306519,2327.98217773,0.76053047,1379.99975585
2.21999984,-0.06848857,-0.03414726,628396176,1177.59704589,5306528,2320.43188476,0.83874613,1379.99975585
2.22399984,-0.05931901,-0.02464675,628396181,1174.16381835,5306538,2322.94897460,0.83844327,1379.99975585
2.22799984,-0.16136600,0.00864410,628396186,1150.13122558,5306547,2333.01562500,0.81901341,1379.99975585
2.23199984,-0.11025312,-0.00160217,628396190,1143.26477050,5306556,2297.78149414,0.83179765,1379.99975585
2.23599984,-0.13139215,-0.00048255,628396195,1078.03344726,5306565,2350.63281250,0.84458196,1379.99975585
2.23999984,-0.09553864,-0.01274299,628396199,1074.60021972,5306575,2338.04907226,0.84628880,1379.99975585
2.24399984,0.01236422,-0.03566169,628396203,1067.73376464,5306584,2348.11621093,0.80773162,1379.99975585
2.24799984,-0.09234023,0.00193595,628396207,1043.70117187,5306593,2325.46557617,0.82554936,1379.99975585
2.25199984,-0.19324655,0.02884674,628396211,1005.93566894,5306603,2315.39868164,0.80913949,1379.99975585
2.25599984,-0.18926323,0.02741241,628396215,978.46984863,5306612,2340.56591796,0.78124397,1379.99975585
2.25999984,-0.21501375,0.03036117,628396219,985.33630371,5306621,2315.39843750,0.77489727,1379.99975585
2.26399984,-0.27313661,0.02945137,628396223,940.70434570,5306631,2327.98217773,0.80177527,1379.99975585
2.26799984,-0.26106506,0.01643371,628396227,937.27111816,5306640,2320.43212890,0.83570009,1379.99975585
2.27199984,-0.26970303,0.01603126,628396231,909.80529785,5306649,2365.73364257,0.82029694,1379.99975585
2.27599984,-0.27702677,0.01176452,628396234,882.33947753,5306659,2335.53271484,0.82905435,1379.99975585
2.27999984,-0.24894349,-0.00460052,628396238,848.00720214,5306668,2315.39868164,0.78848010,1379.99975585
2.28399984,-0.19349433,-0.01794815,628396241,834.27429199,5306677,2335.53247070,0.82039159,1379.99975585
2.28799984,-0.21718525,-0.01333236,628396244,799.94201660,5306687,2312.88183593,0.81102848,1379.99975585
2.29199984,-0.21298567,-0.01373291,628396248,793.07556152,5306696,2325.46557617,0.85602706,1379.99975585
2.29599984,-0.29647260,0.01639556,628396251,762.17651367,5306705,2312.88183593,0.85069090,1379.99975585
2.29999984,-0.26467132,0.00138854,628396254,755.31005859,5306715,2360.69995117,0.83427715,1379.99975585
2.30399984,-0.27035984,0.00064086,628396257,731.27746582,5306724,2333.01562500,0.83557587,1379.99975585
2.30799984,-0.23800729,-0.01344680,628396260,714.11132812,5306733,2335.53247070,0.79601198,1379.99975585
2.31199984,-0.17748638,-0.02710723,628396262,686.64550781,5306743,2338.04931640,0.79168236,1379.99975585
2.31599984,-0.14647686,-0.03343963,628396265,666.04614257,5306752,2322.94873046,0.78533953,1379.99975585
2.31999984,-0.13179776,-0.02416801,628396268,642.01354980,5306761,2327.98217773,0.80516690,1379.99975585
2.32399984,-0.17168991,-0.00474166,628396270,621.41418457,5306771,2320.43188476,0.80486404,1379.99975585
2.32799984,-0.14781491,-0.00820159,628396273,611.11450195,5306780,2353.14990234,0.79650777,1379.99975585
2.33199983,-0.12887114,-0.01501464,628396275,587.08190917,5306789,2330.49877929,0.80325192,1379.99975585
2.33599983,-0.06928173,-0.02388954,628396277,559.61608886,5306799,2348.11596679,0.77979516,1379.99975585
2.33999983,-0.12078636,-0.00730514,628396280,528.71704101,5306808,2315.39868164,0.81874972,1379.99975585
2.34399983,-0.17394545,0.01419830,628396282,504.68444824,5306817,2315.39868164,0.84562772,1379.99975585
2.34799983,-0.20458222,0.02821731,628396284,490.95153808,5306826,2330.49877929,0.90069323,1379.99975585
2.35199983,-0.22894614,0.02541542,628396286,477.21862792,5306836,2320.43212890,0.88588470,1379.99975585
2.35599983,-0.20235313,0.01399230,628396287,460.05249023,5306845,2335.53247070,0.88255804,1379.99975585
2.35999983,-0.19378753,0.00638008,628396289,418.85375976,5306854,2327.98242187,0.85708791,1379.99975585
2.36399983,-0.25403118,0.00539588,628396291,247.19238281,5306864,2370.76684570,0.82557767,1379.99975585
2.36799983,-0.17205554,-0.00123977,628396292,377.65502929,5306873,2343.08251953,0.79205399,1379.99975585
2.37199983,-0.16817647,-0.00528335,628396294,367.35534667,5306883,2327.98242187,0.74644982,1379.99975585
2.37599983,-0.15863376,0.00037002,628396295,363.92211914,5306892,2330.49926757,0.77836138,1379.99975585
2.37999983,-0.15817418,-0.00074768,628396297,319.29016113,5306901,2312.88183593,0.75590759,1379.99975585
2.38399983,-0.15901005,-0.00168609,628396298,298.69079589,5306910,2325.46557617,0.78983241,1379.99975585
2.38799983,-0.12565936,-0.01745414,628396299,291.82434082,5306920,2312.88183593,0.77340549,1379.99975585
2.39199983,-0.11661393,-0.01362228,628396300,267.79174804,5306929,2353.14965820,0.80229693,1379.99975585
2.39599983,-0.14101137,-0.00387573,628396301,247.19238281,5306938,2340.56591796,0.82011473,1379.99975585
2.39999983,-0.12290892,-0.00036621,628396302,219.72656250,5306948,2330.49902343,0.80630904,1379.99975585
2.40399983,-0.14718362,0.00245285,628396303,202.56042480,5306957,2340.56591796,0.82815366,1379.99975585
2.40799983,-0.12481604,-0.00629806,628396304,168.22814941,5306966,2317.91528320,0.80268353,1379.99975585
2.41199983,-0.10601123,-0.00868225,628396304,147.62878417,5306976,2325.46557617,0.84365522,1379.99975585
2.41599983,-0.13138686,0.00372123,628396305,133.89587402,5306985,2315.39868164,0.79704451,1379.99975585
2.41999983,-0.14627522,0.01177215,628396305,113.29650878,5306994,2358.18310546,0.76653712,1379.99975585
2.42399983,-0.14245460,0.00322723,628396306,89.26391601,5307004,2353.14965820,0.74006026,1379.99975585
2.42799983,-0.10824953,-0.00392723,628396306,75.53100585,5307013,2333.01562500,0.74479103,1379.99975585
2.43199983,-0.11942205,0.00278091,628396306,44.63195800,5307022,2322.94873046,0.82677042,1379.99975585
2.43599983,-0.10841623,-0.00120544,628396307,34.33227539,5307032,2317.91528320,0.78013193,1379.99975585
2.43999983,-0.12333219,0.00207901,628396307,13.73291015,5307041,2340.56591796,0.81100380,1379.99975585
2.44399983,-0.08508928,-0.00507545,628396307,-10.29968261,5307050,2300.29833984,0.80159974,1379.99975585
2.44799983,0.04168398,-0.04175376,628396307,-20.59936523,5307060,2338.04907226,0.83045822,1379.99975585
2.45199983,0.16980135,-0.07209396,628396306,-58.36486816,5307069,2340.56591796,0.81500917,1379.99975585
2.45599983,0.16364052,-0.04790306,628396306,-68.66455078,5307078,2363.21655273,0.76634889,1379.99975585
2.45999983,0.21798785,-0.04592704,628396306,-92.69714355,5307088,2325.46533203,0.82541465,1379.99975585
2.46399983,0.27574753,-0.04541206,628396305,-113.29650878,5307097,2312.88183593,0.79487162,1379.99975585
2.46799983,0.24717798,-0.01598739,628396305,-133.89587402,5307106,2335.53247070,0.80258303,1379.99975585
2.47199983,0.23055668,-0.00140762,628396304,-157.92846679,5307116,2312.88183593,0.78008073,1379.99975585
2.47599982,0.21281459,0.00804138,628396304,-175.09460449,5307125,2325.46557617,0.80188584,1379.99975585
2.47999982,0.26563102,0.00019836,628396303,-205.99365234,5307134,2327.98217773,0.80659651,1379.99975585
2.48399982,0.28357863,-0.00279235,628396302,-219.72656250,5307144,2360.69995117,0.74483305,1379.99975585
2.48799982,0.27748069,0.00884819,628396301,-243.75915527,5307153,2330.49902343,0.77270418,1379.99975585
2.49199982,0.25365018,0.01470375,628396300,-264.35852050,5307162,2320.43188476,0.73310095,1379.99975585
2.49599982,0.30916669,0.00951385,628396299,-281.52465820,5307172,2338.04931640,0.77402037,1379.99975585
2.49999982,0.28586089,0.01257705,628396298,-288.39111328,5307181,2333.01586914,0.73244231,1379.99975585
2.50399982,0.27436605,0.02413558,628396297,-322.72338867,5307190,2320.43212890,0.76430153,1379.99975585
2.50799982,0.23608806,0.03201103,628396295,-350.18920898,5307199,2305.33178710,0.77703362,1379.99975585
2.51199982,0.26506322,0.02129554,628396294,-381.08825683,5307209,2345.59936523,0.79383099,1379.99975585
2.51599982,0.28096342,0.01148605,628396292,-391.38793945,5307218,2325.46557617,0.84080356,1379.99975585
2.51999982,0.29720500,0.01224136,628396291,-398.25439453,5307227,2343.08251953,0.83843517,1379.99975585
2.52399982,0.30439221,0.01010513,628396289,-405.12084960,5307237,2320.43188476,0.88140660,1379.99975585
2.52799982,0.29428836,0.00527954,628396287,-436.01989746,5307246,2335.53247070,0.84179043,1379.99975585
2.53199982,0.36990246,-0.01438522,628396286,-453.18603515,5307255,2348.11621093,0.83942198,1379.99975585
2.53599982,0.33289155,0.00350189,628396284,-490.95153808,5307265,2305.33178710,0.78375029,1379.99975585
2.53999982,0.29024305,0.01943969,628396282,-501.25122070,5307274,2322.94873046,0.78037518,1379.99975585
2.54399982,0.36539974,-0.00089645,628396280,-504.68444824,5307283,2338.04931640,0.75585955,1379.99975585
2.54799982,0.34982368,0.00186920,628396278,-542.44995117,5307293,2363.21679687,0.71629494,1379.99975585
2.55199982,0.30219289,0.01559448,628396275,-566.48254394,5307302,2325.46557617,0.76023429,1379.99975585
2.55599982,0.31375983,0.01716423,628396273,-573.34899902,5307311,2320.43188476,0.74075216,1379.99975585
2.55999982,0.30518755,0.01579284,628396271,-604.24804687,5307321,2338.04907226,0.77908462,1379.99975585
2.56399982,0.33515644,0.00362396,628396268,-611.11450195,5307330,2320.43188476,0.77163809,1379.99975585
2.56799982,0.37876531,-0.00674438,628396266,-628.28063964,5307339,2317.91503906,0.84080904,1379.99975585
2.57199982,0.35117647,-0.00148010,628396263,-679.77905273,5307349,2307.84814453,0.88440901,1379.99975585
2.57599982,0.30665388,0.02074432,628396261,-679.77905273,5307358,2380.83374023,0.86443728,1379.99975585
2.57999982,0.19538532,0.05013656,628396258,-693.51196289,5307367,2358.18310546,0.85772496,1379.99975585
2.58399982,0.24506364,0.02059745,628396255,-720.97778320,5307377,2360.69995117,0.81518083,1379.99975585
2.58799982,0.33726221,-0.01338577,628396252,-734.71069335,5307386,2355.66674804,0.84652858,1379.99975585
2.59199982,0.28893584,0.00695800,628396249,-765.60974121,5307396,2380.83374023,0.79982203,1379.99975585
2.59599982,0.31319820,-0.00696563,628396246,-772.47619628,5307405,2365.73364257,0.78275579,1379.99975585
2.59999982,0.32715678,-0.01172637,628396243,-820.54138183,5307415,2378.31689453,0.80513221,1379.99975585
2.60399982,0.30245921,0.00544738,628396239,-854.87365722,5307424,2436.20214843,0.81745570,1379.99975585
2.60799982,0.25588461,0.02337837,628396236,-861.74011230,5307434,2413.55175781,0.87171572,1379.99975585
2.61199982,0.26824274,0.00825500,628396232,-896.07238769,5307444,2436.20190429,0.83456635,1379.99975585
2.61599982,0.25159436,0.00957298,628396229,-906.37207031,5307453,2433.68505859,0.88478249,1379.99975585
2.61999981,0.28122496,0.00052261,628396225,-930.40466308,5307463,2428.65185546,0.90699350,1379.99975585
2.62399981,0.31522059,-0.01202011,628396221,-947.57080078,5307473,2489.05346679,0.89440083,1379.99975585
2.62799981,0.45290115,-0.05661773,628396217,-995.63598632,5307483,2501.63720703,0.89965009,1379.99975585
2.63199981,0.40239581,-0.01930618,628396213,-1009.36889648,5307493,2501.63720703,0.86249738,1379.99975585
2.63599981,0.32683944,0.00132369,628396209,-1071.16699218,5307503,2524.28784179,0.90588653,1379.99975585
2.63999981,0.40355440,-0.01141738,628396205,-1091.76635742,5307513,2526.80444335,0.85754680,1379.99975585
2.64399981,0.48510015,-0.03133392,628396201,-1105.49926757,5307524,2602.30664062,0.83627927,1379.99975585
2.64799981,0.46221104,-0.01467132,628396196,-1136.39831542,5307534,2582.17285156,0.85990411,1379.99975585
2.65199981,0.43880444,-0.00174713,628396191,-1177.59704589,5307544,2584.68945312,0.90499341,1379.99975585
2.65599981,0.50478523,-0.01425170,628396187,-1208.49609375,5307555,2640.05786132,0.91901236,1379.99975585
2.65999981,0.43581846,0.00642395,628396182,-1263.42773437,5307565,2652.64135742,0.95274227,1379.99975585
2.66399981,0.46724528,0.00207328,628396177,-1297.76000976,5307576,2662.70825195,0.94513177,1379.99975585
2.66799981,0.43604359,0.01511383,628396171,-1325.22583007,5307587,2692.90917968,0.99747520,1379.99975585
2.67199981,0.41468274,0.02335739,628396166,-1359.55810546,5307598,2755.82763671,0.97707390,1379.99975585
2.67599981,0.40954872,0.01369094,628396161,-1376.72424316,5307609,2743.24389648,0.93335080,1379.99975585
2.67999981,0.50794005,-0.00962257,628396155,-1421.35620117,5307620,2775.96142578,0.99754947,1379.99975585
2.68399981,0.45002031,0.00059127,628396149,-1472.85461425,5307631,2803.64550781,0.98436129,1379.99975585
2.68799981,0.45489913,0.00129699,628396143,-1490.02075195,5307642,2826.29614257,0.93288058,1379.99975585
2.69199981,0.41074094,0.00485610,628396137,-1551.81884765,5307654,2853.98071289,0.96805900,1379.99975585
2.69599981,0.37075003,0.01182365,628396131,-1617.05017089,5307665,2901.79833984,0.95365446,1379.99975585
2.69999981,0.43686342,-0.00148773,628396124,-1634.21630859,5307677,2881.66455078,0.92950552,1379.99975585
2.70399981,0.42544624,0.00408935,628396118,-1671.98181152,5307688,2974.78393554,0.95890414,1379.99975585
2.70799981,0.48421329,-0.00976371,628396111,-1668.54858398,5307700,2964.71704101,1.01507616,1379.99975585
2.71199981,0.48931235,-0.00834274,628396104,-1737.21313476,5307712,2984.85083007,0.98659402,1379.99975585
2.71599981,0.30263683,0.04276466,628396097,-1816.17736816,5307724,3015.05151367,0.95663225,1379.99975585
2.71999981,0.32124355,0.02604866,628396090,-1836.77673339,5307736,3060.35278320,0.97567021,1379.99975585
2.72399981,0.43549221,-0.00762176,628396082,-1853.94287109,5307749,3075.45361328,1.01053941,1379.99975585
2.72799981,0.39871120,-0.00659561,628396075,-1943.20678710,5307761,3075.45312500,1.02134835,1379.99975585
2.73199981,0.40649548,-0.00820541,628396067,-1970.67260742,5307773,3135.85498046,1.00596475,1379.99975585
2.73599981,0.53171747,-0.03162384,628396059,-1998.13842773,5307786,3198.77343750,1.02860820,1379.99975585
2.73999981,0.45895910,-0.01667022,628396051,-2104.56835937,5307799,3198.77343750,1.01692140,1379.99975585
2.74399981,0.64165288,-0.05285453,628396042,-2121.73461914,5307812,3226.45751953,1.02186489,1379.99975585
2.74799981,0.57763010,-0.03435134,628396034,-2186.96582031,5307825,3249.10815429,0.97451215,1379.99975585
2.75199981,0.62847220,-0.02835083,628396025,-2217.86499023,5307838,3327.12719726,0.98748713,1379.99975585
2.75599981,0.35750469,0.05179595,628396016,-2286.52954101,5307851,3344.74414062,1.00679242,1379.99975585
2.75999981,0.37584596,0.04315948,628396006,-2368.92700195,5307865,3344.74438476,1.02162635,1379.99975585
2.76399981,0.47080788,0.01185798,628395997,-2375.79345703,5307878,3369.91186523,1.08597469,1379.99975585
2.76799980,0.42049613,0.01718330,628395987,-2434.15820312,5307892,3397.59594726,1.06403517,1379.99975585
2.77199980,0.49123936,-0.00891494,628395977,-2471.92382812,5307906,3460.51416015,1.05447316,1379.99975585
2.77599980,0.56548923,-0.02592468,628395967,-2561.18774414,5307919,3563.70043945,1.05968332,1379.99975585
2.77999980,0.51784056,-0.00803184,628395957,-2598.95312500,5307933,3528.46630859,1.00198829,1379.99975585
2.78399980,0.49876326,0.00987625,628395946,-2629.85229492,5307948,3558.66699218,1.00193881,1379.99975585
2.78799980,0.46930190,0.01595306,628395936,-2688.21704101,5307962,3561.18383789,1.00631117,1379.99975585
2.79199980,0.51440441,-0.00559616,628395925,-2736.28222656,5307977,3573.76757812,1.00057029,1379.99975585
2.79599980,0.51154303,-0.00603103,628395913,-2815.24658203,5307991,3593.90136718,1.06577634,1379.99975585
2.79999980,0.66594034,-0.04527282,628395902,-2846.14550781,5308006,3664.37011718,1.06689691,1379.99975585
2.80399980,0.68689656,-0.04206275,628395890,-2928.54296875,5308020,3722.25488281,1.05156636,1379.99975585
2.80799980,0.66268235,-0.01529693,628395878,-2997.20751953,5308035,3817.89086914,1.08645486,1379.99975585
2.81199980,0.51401495,0.02624511,628395866,-3072.73852539,5308050,3810.34082031,1.03931641,1379.99975585
2.81599980,0.45857208,0.03819656,628395854,-3141.40307617,5308066,3797.75708007,1.03705132,1379.99975585
2.81999980,0.49786046,0.02535247,628395841,-3148.26953125,5308081,3858.15893554,1.07962620,1379.99975585
2.82399980,0.56431198,-0.00009918,628395828,-3210.06762695,5308096,3853.12524414,1.06172561,1379.99975585
2.82799980,0.51052099,-0.00168228,628395815,-3337.09716796,5308112,3868.22583007,1.10797345,1379.99975585
2.83199980,0.46084901,0.02264022,628395802,-3354.26318359,5308127,3928.62744140,1.08116388,1379.99975585
2.83599980,0.51927989,0.01942443,628395789,-3364.56298828,5308143,3911.01025390,1.07807457,1379.99975585
2.83999980,0.58958554,-0.01917076,628395775,-3440.09399414,5308159,3968.89526367,1.06199932,1379.99975585
2.84399980,0.73575770,-0.05182075,628395761,-3470.99291992,5308175,3989.02929687,1.03841853,1379.99975585
2.84799980,0.59025293,-0.02667999,628395747,-3622.05493164,5308191,3999.09619140,1.07164573,1379.99975585
2.85199980,0.78365433,-0.04999160,628395732,-3622.05493164,5308207,4011.67968750,1.03209519,1379.99975585
2.85599980,0.63728487,0.00374603,628395718,-3687.28637695,5308224,4024.26367187,1.05082261,1379.99975585
2.85999980,0.57811838,0.02449417,628395703,-3786.84985351,5308240,4072.08129882,1.06605494,1379.99975585
2.86399980,0.43771773,0.07444763,628395688,-3773.11694335,5308256,4099.76562500,1.04257273,1379.99975585
2.86799980,0.42811527,0.04344177,628395672,-3838.34838867,5308273,4117.38281250,1.06888842,1379.99975585
2.87199980,0.57258760,-0.01871871,628395657,-3927.61230468,5308290,4162.68408203,1.09405064,1379.99975585
2.87599980,0.74071377,-0.05750846,628395641,-3955.07812500,5308307,4205.46826171,1.09969174,1379.99975585
2.87999980,0.80557137,-0.04931640,628395625,-3996.27685546,5308324,4248.25341796,1.03010642,1379.99975585
2.88399980,0.75931614,-0.03214454,628395609,-4054.64160156,5308341,4253.28662109,0.99918895,1379.99975585
2.88799980,0.74828314,-0.00349330,628395593,-4082.10742187,5308358,4265.87011718,0.96616214,1379.99975585
2.89199980,0.51692521,0.05990982,628395576,-4130.17236328,5308375,4283.48730468,0.99082922,1379.99975585
2.89599980,0.58592355,0.01858806,628395559,-4185.10400390,5308392,4291.03759765,1.02274143,1379.99975585
2.89999980,0.54450947,0.01480102,628395542,-4250.33544921,5308410,4318.72167968,1.12756991,1379.99975585
2.90399980,0.64527672,0.00149536,628395525,-4240.03564453,5308427,4353.95605468,1.09908759,1379.99975585
2.90799980,0.58371329,0.00502586,628395508,-4336.16601562,5308445,4386.67382812,1.08491265,1379.99975585
2.91199979,0.68249565,-0.01618576,628395491,-4367.06542968,5308462,4449.59228515,0.96925008,1379.99975585
2.91599979,0.72857260,-0.02892875,628395473,-4404.83056640,5308480,4492.37646484,0.97245097,1379.99975585
2.91999979,0.63371723,-0.00353431,628395455,-4521.56054687,5308498,4512.51074218,0.96099537,1379.99975585
2.92399979,0.53662192,0.03000831,628395437,-4500.96093750,5308516,4447.07519531,1.02321863,1379.99975585
2.92799979,0.45167478,0.04192352,628395419,-4576.49218750,5308534,4499.92675781,0.98859786,1379.99975585
2.93199979,0.58351445,0.01162528,628395401,-4559.32617187,5308552,4474.75927734,0.99820345,1379.99975585
2.93599979,0.45258060,0.04977703,628395382,-4593.65820312,5308570,4504.96044921,0.96591871,1379.99975585
2.93999979,0.36368227,0.04712009,628395364,-4669.18945312,5308588,4502.44335937,0.94244986,1379.99975585
2.94399979,0.52753692,-0.00266265,628395345,-4600.52490234,5308606,4497.41015625,0.99512267,1379.99975585
2.94799979,0.67006373,-0.05980300,628395327,-4686.35546875,5308624,4502.44335937,1.03957533,1379.99975585
2.95199979,0.62599527,-0.04215049,628395308,-4772.18603515,5308642,4580.46240234,1.04773056,1379.99975585
2.95599979,0.62291246,-0.01186561,628395289,-4724.12109375,5308661,4613.18017578,0.97793728,1379.99975585
2.95999979,0.56861573,0.01562690,628395270,-4744.72021484,5308679,4676.09863281,0.94187664,1379.99975585
2.96399979,0.39416295,0.04089546,628395251,-4803.08496093,5308697,4590.52929687,0.91524094,1379.99975585
2.96799979,0.44714102,0.03614234,628395232,-4748.15332031,5308716,4582.97900390,0.91853737,1379.99975585
2.97199979,0.27186882,0.06260299,628395213,-4823.68457031,5308734,4560.32861328,0.93936455,1379.99975585
2.97599979,0.52625858,-0.03196620,628395193,-4785.91894531,5308753,4595.56298828,0.93905973,1379.99975585
2.97999979,0.70470833,-0.08174705,628395174,-4833.98437500,5308771,4577.94580078,0.90767371,1379.99975585
2.98399979,0.68969041,-0.07053756,628395155,-4844.28369140,5308789,4605.62988281,0.90603506,1379.99975585
2.98799979,0.59750783,-0.00713062,628395135,-4816.81787109,5308808,4585.49609375,0.94455039,1379.99975585
2.99199979,0.26122996,0.08121967,628395116,-4892.34912109,5308826,4650.93115234,0.97986137,1379.99975585
2.99599979,0.36554309,0.05775684,628395097,-4809.95166015,5308845,4683.64892578,0.96396148,1379.99975585
2.99999979,0.29228317,0.05418103,628395077,-4830.55078125,5308863,4638.34765625,0.92168402,1379.99975585
